price,date,floors,waterfront,view,condition,sqft_basement,yr_built,yr_renovated,bed_bath_ratio,level_ratio,live_lot_ratio,relative_living_space,relative_lot_size,level_difference,waterfront_Duwamish,waterfront_Elliott Bay,waterfront_Lake Sammamish,waterfront_Lake Union,waterfront_Lake Washington,waterfront_Puget Sound
221900.0,735519,1.0,0,0,3,0.0,1955,0.0,3.0,0.0,0.2088495575221239,-160.0,0.0,1180.0,0,0,0,0,0,0
538000.0,735576,2.0,0,0,3,400.0,1951,1991.0,1.3333333333333333,5.425,0.3548743441038387,880.0,-397.0,1770.0,0,1,0,0,0,0
180000.0,735654,1.0,0,0,3,0.0,1933,0.0,2.0,0.0,0.077,-1950.0,1938.0,770.0,0,0,0,0,0,0
604000.0,735576,1.0,0,0,5,910.0,1965,0.0,1.3333333333333333,1.1538461538461537,0.392,600.0,0.0,140.0,0,0,0,0,0,0
510000.0,735647,1.0,0,0,3,0.0,1987,0.0,1.5,0.0,0.2079207920792079,-120.0,577.0,1680.0,0,0,1,0,0,0
1230000.0,735365,1.0,0,0,3,1530.0,2001,0.0,0.8888888888888888,2.542483660130719,0.05317374668890415,660.0,0.0,2360.0,0,0,0,0,0,0
291850.0,735613,1.0,0,0,3,0.0,1963,0.0,2.0,0.0,0.10915456698589229,-590.0,0.0,1060.0,0,0,0,0,0,0
229500.0,735703,1.0,0,0,3,730.0,1960,0.0,3.0,1.4383561643835616,0.23828647925033467,0.0,-643.0,320.0,0,0,0,0,0,0
323000.0,735669,2.0,0,0,3,0.0,2003,0.0,1.2,0.0,0.28810975609756095,-500.0,-1010.0,1890.0,0,0,0,0,0,0
662500.0,735691,1.0,0,0,3,1700.0,1965,0.0,1.2,1.0941176470588236,0.3634136382196815,1350.0,871.0,160.0,0,0,0,0,0,0
468000.0,735380,1.0,0,0,4,300.0,1942,0.0,2.0,2.8666666666666667,0.19333333333333333,-170.0,0.0,560.0,0,0,0,0,0,0
310000.0,735381,1.5,0,0,4,0.0,1927,0.0,3.0,0.0,0.07185568564393749,-350.0,7204.0,1430.0,0,0,0,0,0,0
400000.0,735513,1.0,0,0,4,0.0,1977,0.0,1.7142857142857142,0.0,0.1415289256198347,0.0,-528.0,1370.0,0,0,1,0,0,0
530000.0,735669,1.5,0,0,3,0.0,1900,0.0,2.5,0.0,0.3731958762886598,450.0,0.0,1810.0,0,0,0,0,0,0
650000.0,735622,2.0,0,3,3,970.0,1979,0.0,1.3333333333333333,2.0412371134020617,0.59,810.0,1000.0,1010.0,0,0,0,0,0,0
395000.0,735445,2.0,0,0,3,0.0,1994,0.0,1.5,0.0,0.1346153846153846,0.0,22.0,1890.0,0,0,0,0,0,0
485000.0,735382,1.5,0,0,4,0.0,1916,0.0,4.0,0.0,0.37209302325581395,-10.0,0.0,1600.0,0,0,0,0,0,0
230000.0,735712,1.0,0,0,4,0.0,1969,0.0,3.0,0.0,0.127890321260487,-30.0,924.0,1250.0,0,0,0,0,0,0
385000.0,735367,1.0,0,0,4,760.0,1947,0.0,2.2857142857142856,1.131578947368421,0.3253012048192771,220.0,0.0,100.0,0,0,0,0,0,0
2000000.0,735471,1.0,0,4,3,720.0,1968,0.0,1.0909090909090908,3.236111111111111,0.06797869258029286,-1060.0,24531.0,1610.0,0,0,0,0,0,0
285000.0,735417,2.0,0,0,3,0.0,1995,0.0,2.0,0.0,0.3603174603174603,30.0,-705.0,2270.0,0,0,0,0,0,0
252700.0,735369,1.0,0,0,3,0.0,1985,0.0,1.3333333333333333,0.0,0.11096131909156902,-150.0,1257.0,1070.0,0,0,0,0,0,0
329000.0,735557,2.0,0,0,4,0.0,1985,0.0,1.3333333333333333,0.0,0.3769230769230769,250.0,-365.0,2450.0,0,0,0,0,0,0
233000.0,735540,1.5,0,0,5,0.0,1941,0.0,1.5,0.0,0.3640621673408559,680.0,-8.0,1710.0,0,0,0,0,0,0
937000.0,735410,2.0,0,0,3,700.0,1915,0.0,1.7142857142857142,2.5,0.9104422147900408,690.0,-882.0,1050.0,0,1,0,0,0,0
667000.0,735568,1.5,0,0,5,0.0,1909,0.0,3.0,0.0,0.8855154965211891,-460.0,-2280.0,1400.0,0,0,0,0,0,0
438000.0,735408,1.0,0,0,3,730.0,1948,0.0,1.7142857142857142,1.082191780821918,0.23824451410658307,0.0,145.0,60.0,0,0,0,0,0,0
719000.0,735659,2.0,0,0,3,0.0,2005,0.0,1.6,0.0,0.35828802453645614,-60.0,1147.0,2570.0,0,0,0,0,0,0
580500.0,735547,2.0,0,0,3,0.0,2003,0.0,1.2,0.0,0.5829145728643216,-260.0,0.0,2320.0,0,0,0,0,0,0
280000.0,735568,3.0,0,0,3,0.0,2005,0.0,1.3333333333333333,0.0,0.9407114624505929,-200.0,-491.0,1190.0,0,0,0,0,0,0
687500.0,735408,1.5,0,0,4,820.0,1929,0.0,2.2857142857142856,1.8414634146341464,0.466,870.0,0.0,690.0,0,0,0,0,0,0
535000.0,735547,1.5,0,0,4,0.0,1929,0.0,3.0,0.0,0.36333333333333334,-480.0,-2080.0,1090.0,0,0,0,0,0,0
322500.0,735570,1.0,0,0,3,780.0,1981,0.0,1.4545454545454546,1.641025641025641,0.30935575912299146,40.0,-2061.0,500.0,0,0,0,0,0,0
696000.0,735397,1.5,0,0,3,790.0,1930,2002.0,1.2,1.9113924050632911,0.7516339869281046,710.0,-204.0,720.0,0,0,0,0,0,0
550000.0,735381,1.0,0,0,1,730.0,1933,0.0,4.0,1.273972602739726,0.04763544536271809,-500.0,23381.0,200.0,0,0,0,0,0,0
640000.0,735597,2.0,0,0,4,0.0,1904,0.0,2.0,0.0,0.3933333333333333,630.0,1300.0,2360.0,0,0,0,0,0,0
240000.0,735642,1.0,0,0,2,330.0,1969,0.0,4.0,2.696969696969697,0.15108359133126936,-70.0,275.0,560.0,0,0,0,0,0,0
605000.0,735404,2.0,0,0,3,0.0,1996,0.0,1.6,0.0,0.3468820336290216,0.0,-4331.0,2620.0,0,0,0,0,0,0
625000.0,735429,2.0,0,0,3,0.0,2000,0.0,1.6,0.0,0.46557971014492755,100.0,-149.0,2570.0,0,0,1,0,0,0
775000.0,735456,1.0,0,0,3,1620.0,1984,0.0,1.7777777777777777,1.6049382716049383,0.17448110477135534,1810.0,-6431.0,980.0,0,0,0,0,0,0
685000.0,735534,2.0,0,0,3,0.0,1922,0.0,3.0,0.0,0.6885964912280702,-10.0,-360.0,1570.0,0,1,0,0,0,0
309000.0,735443,1.0,0,0,4,360.0,1959,0.0,3.0,2.5555555555555554,0.13256006628003314,-60.0,848.0,560.0,0,0,0,0,0,0
488000.0,735432,2.0,0,0,3,0.0,2003,0.0,1.2,0.0,0.2323016981548188,110.0,4371.0,3160.0,0,0,0,0,0,0
210490.0,735682,1.0,0,0,3,0.0,1966,0.0,3.0,0.0,0.11608818011257035,-238.0,-312.0,990.0,0,0,0,0,0,0
785000.0,735430,2.0,0,0,4,0.0,1981,0.0,1.6,0.0,0.1706917113893858,-390.0,-269.0,2290.0,0,0,0,0,0,0
450000.0,735716,1.0,0,0,4,0.0,1953,0.0,1.7142857142857142,0.0,0.20962602716753312,280.0,863.0,1250.0,0,0,0,0,0,0
1350000.0,735668,1.0,1,2,5,588.0,1953,0.0,1.2,3.681972789115646,0.04235058841627567,73.0,-7508.0,1577.0,0,0,0,0,0,1
228000.0,735492,1.0,0,0,3,0.0,1955,0.0,3.0,0.0,0.129361887161648,0.0,-165.0,1190.0,0,0,0,0,0,0
345000.0,735646,1.0,0,0,4,1510.0,1966,0.0,2.0,1.086092715231788,0.3448653382964747,1160.0,1.0,130.0,0,0,0,0,0,0
600000.0,735598,1.0,0,0,4,410.0,1950,0.0,1.7142857142857142,2.4390243902439024,0.34558823529411764,0.0,0.0,590.0,0,0,0,0,0,0
585000.0,735634,1.0,0,0,3,990.0,1981,0.0,1.1428571428571428,1.0,0.23157894736842105,500.0,1812.0,0.0,0,0,0,0,0,0
920000.0,735660,1.5,0,0,3,600.0,1927,0.0,2.2222222222222223,3.55,0.455,0.0,0.0,1530.0,0,0,0,0,0,0
885000.0,735365,2.0,0,0,3,0.0,1995,0.0,1.6,0.0,0.566,880.0,0.0,2830.0,0,0,0,0,0,0
292500.0,735464,2.0,0,0,3,0.0,2008,0.0,1.6,0.0,0.5005561735261401,0.0,-5.0,2250.0,0,0,0,0,0,0
301000.0,735695,2.0,0,0,3,0.0,2003,0.0,1.2,0.0,0.5094736842105263,-270.0,0.0,2420.0,0,0,0,0,0,0
951000.0,735472,2.0,0,4,4,0.0,1968,0.0,1.5384615384615385,0.0,0.22660716775902942,290.0,3298.0,3250.0,0,0,0,0,0,0
430000.0,735652,2.0,0,0,3,0.0,1991,0.0,1.3333333333333333,0.0,0.18544506816359263,-420.0,1434.0,1850.0,0,0,0,0,0,0
650000.0,735577,1.0,0,3,4,560.0,1959,0.0,1.3333333333333333,2.8392857142857144,0.10124793972215682,-420.0,2335.0,1030.0,0,0,0,0,0,0
289000.0,735473,1.0,0,0,3,0.0,1954,0.0,1.7142857142857142,0.0,0.15,-30.0,-350.0,1260.0,0,0,0,0,0,0
505000.0,735527,2.0,0,0,5,0.0,1973,0.0,1.7142857142857142,0.0,0.289873417721519,19.0,-810.0,2519.0,0,0,0,0,0,0
549000.0,735574,3.0,0,0,3,0.0,2014,0.0,1.7142857142857142,0.0,1.475095785440613,-40.0,-2046.0,1540.0,0,0,0,0,0,0
425000.0,735387,1.0,0,0,3,550.0,1979,0.0,1.3333333333333333,2.018181818181818,0.27666666666666667,220.0,1920.0,560.0,0,0,0,0,0,0
317625.0,735557,1.5,0,0,5,1000.0,1925,0.0,1.0909090909090908,1.77,0.7272249934365975,1330.0,-191.0,770.0,0,0,0,0,0,0
975000.0,735485,2.0,0,0,3,0.0,1989,0.0,1.6,0.0,0.24617612453615711,-30.0,0.0,2720.0,0,0,0,0,0,0
287000.0,735515,2.0,0,0,3,0.0,2005,0.0,1.6,0.0,0.4819277108433735,19.0,91.0,2240.0,0,0,0,0,0,0
204000.0,735470,1.0,0,0,4,0.0,1968,0.0,3.0,0.0,0.08285004142502071,-10.0,-565.0,1000.0,0,0,0,0,0,0
1330000.0,735396,1.0,0,0,3,1600.0,1965,0.0,2.2222222222222223,1.0,0.1587459073320766,-190.0,0.0,0.0,0,0,0,0,0,0
1040000.0,735488,1.0,0,0,4,1700.0,1973,0.0,1.5384615384615385,1.8058823529411765,0.09522098454904779,1240.0,11177.0,1370.0,0,0,0,0,0,0
325000.0,735603,1.0,0,0,4,0.0,1972,0.0,1.5,0.0,0.22451888809693513,-380.0,867.0,1260.0,0,0,0,0,0,0
571000.0,735394,1.5,0,0,5,500.0,1916,0.0,2.0,4.5,0.3522479825797361,1240.0,0.0,1750.0,0,1,0,0,0,0
360000.0,735424,2.0,0,0,3,0.0,2005,0.0,1.6,0.0,0.476,-40.0,0.0,2380.0,0,0,0,0,0,0
349000.0,735673,1.0,0,0,5,700.0,1965,0.0,1.7142857142857142,1.5571428571428572,0.03542520136951058,-150.0,0.0,390.0,0,0,0,0,0,0
832500.0,735542,2.0,0,0,4,1040.0,1986,0.0,1.0,2.298076923076923,0.09771522990143011,190.0,82.0,1350.0,0,0,1,0,0,0
380000.0,735519,1.0,0,0,3,880.0,1956,0.0,2.2857142857142856,1.0,0.2410958904109589,80.0,-200.0,0.0,0,0,0,0,0,0
480000.0,735708,1.0,0,0,3,0.0,1941,0.0,3.0,0.0,0.20553359683794467,150.0,0.0,1040.0,0,0,0,0,0,0
410000.0,735393,1.0,0,0,4,500.0,1956,0.0,3.0,1.82,0.27865612648221344,280.0,-633.0,410.0,0,0,0,0,0,0
390000.0,735569,2.0,0,0,3,0.0,2003,0.0,1.2,0.0,0.46078431372549017,0.0,-263.0,2350.0,0,0,0,0,0,0
360000.0,735589,2.0,0,0,3,0.0,1992,0.0,1.6,0.0,0.3226354219731703,30.0,-516.0,1900.0,0,0,0,0,0,0
355000.0,735534,1.0,0,0,3,1010.0,1948,0.0,2.0,1.0,0.3005952380952381,300.0,0.0,0.0,0,0,0,0,0,0
356000.0,735626,1.0,0,0,3,0.0,1964,0.0,2.0,0.0,0.1928374655647383,-170.0,-85.0,1680.0,0,0,0,0,0,0
315000.0,735386,1.0,0,0,3,0.0,1952,0.0,3.0,0.0,0.1447090744648779,-610.0,-569.0,960.0,0,1,0,0,0,0
940000.0,735551,2.0,0,0,3,240.0,1925,0.0,2.0,7.916666666666667,0.5944444444444444,120.0,-1200.0,1660.0,0,1,0,0,0,0
305000.0,735540,1.5,0,0,5,0.0,1961,0.0,2.2222222222222223,0.0,0.31666666666666665,1070.0,235.0,2660.0,0,0,0,0,0,0
461000.0,735402,2.0,0,0,3,790.0,2006,0.0,0.9230769230769231,2.5063291139240507,0.4412233195285123,870.0,-1071.0,1190.0,0,0,0,0,0,0
215000.0,735372,2.0,0,0,4,0.0,1979,0.0,0.8888888888888888,0.0,0.7892156862745098,-340.0,15.0,1610.0,0,0,0,0,0,0
335000.0,735480,2.0,0,0,3,265.0,2006,0.0,1.1428571428571428,2.8867924528301887,0.9662288930581614,0.0,-40.0,500.0,0,0,0,0,0,0
243500.0,735375,2.0,0,0,3,0.0,1988,0.0,1.6,0.0,0.2674591381872214,0.0,-107.0,1980.0,0,0,0,0,0,0
1100000.0,735668,2.0,0,0,4,0.0,2001,0.0,1.8181818181818181,0.0,0.5540689438060759,1000.0,103.0,3520.0,0,0,0,0,0,0
153000.0,735655,1.0,0,0,3,0.0,1962,0.0,3.0,0.0,0.11428571428571428,-150.0,0.0,1200.0,0,0,0,0,0,0
430000.0,735439,1.0,0,0,3,290.0,1939,0.0,2.0,4.448275862068965,0.316,10.0,500.0,1000.0,0,0,0,0,0,0
700000.0,735590,1.0,0,0,3,290.0,1939,0.0,2.0,4.448275862068965,0.316,10.0,500.0,1000.0,0,0,0,0,0,0
905000.0,735484,1.0,0,0,3,910.0,1946,1991.0,1.6,2.6263736263736264,0.32195121951219513,1350.0,4205.0,1480.0,0,0,0,0,0,0
247500.0,735687,1.0,0,0,3,0.0,1967,0.0,1.7142857142857142,0.0,0.12499202856960653,210.0,65.0,1960.0,0,0,0,0,0,0
199000.0,735488,1.0,0,0,4,0.0,1975,0.0,2.6666666666666665,0.0,0.18125,0.0,0.0,1160.0,0,0,0,0,0,0
314000.0,735425,1.0,0,0,5,600.0,1980,0.0,1.7142857142857142,2.0166666666666666,0.04330143540669856,160.0,-93236.0,610.0,0,0,0,0,0,0
437500.0,735369,2.0,0,2,3,0.0,1992,0.0,1.2,0.0,0.06296306347870925,-230.0,1782.0,2320.0,0,0,0,0,0,0
850830.0,735395,1.5,0,0,5,800.0,1910,0.0,1.2,1.5875,0.15633260327769805,-130.0,8741.0,470.0,0,0,0,0,0,0
555000.0,735533,1.5,0,0,4,540.0,1929,0.0,1.5,2.6666666666666665,0.5692926969522715,370.0,0.0,900.0,0,0,0,0,0,0
699950.0,735579,2.0,0,0,4,0.0,1983,0.0,1.3333333333333333,0.0,0.020354484027771323,-380.0,59816.0,2190.0,0,0,0,0,1,0
1090000.0,735513,2.0,0,0,3,0.0,1950,2010.0,1.2,0.0,0.3599161839023789,550.0,0.0,2920.0,0,0,0,0,0,0
290000.0,735500,1.0,0,0,3,0.0,1954,0.0,3.0,0.0,0.0356732214982753,-430.0,19009.0,1210.0,0,0,0,0,0,0
375000.0,735690,1.0,0,0,4,880.0,1978,0.0,1.2,1.6590909090909092,0.23388305847076463,90.0,1843.0,580.0,0,0,0,0,0,0
460000.0,735376,1.5,0,0,4,500.0,1939,0.0,3.0,2.34,0.41697877652933835,430.0,0.0,670.0,0,0,0,0,0,0
188500.0,735437,1.0,0,0,4,0.0,1985,0.0,1.1428571428571428,0.0,0.49739269955876453,-30.0,-2473.0,1240.0,0,0,0,0,0,0
680000.0,735662,2.0,0,0,4,0.0,1991,0.0,1.6,0.0,0.11199486392980704,150.0,-6964.0,3140.0,0,0,0,0,1,0
470000.0,735472,2.0,0,0,4,0.0,1942,0.0,2.857142857142857,0.0,0.16447901474639443,-470.0,2909.0,2030.0,0,0,0,0,0,0
597750.0,735439,2.0,0,0,3,0.0,1984,0.0,1.6,0.0,0.24002493765586036,370.0,-12.0,2310.0,0,0,0,0,0,0
570000.0,735661,1.0,0,0,5,560.0,1905,0.0,1.7142857142857142,1.25,0.3786057692307692,-120.0,-208.0,140.0,0,0,0,0,0,0
329950.0,735561,1.0,0,2,3,1000.0,1971,0.0,1.7142857142857142,1.08,0.3484670799128832,-10.0,469.0,80.0,0,0,0,0,0,0
480000.0,735534,2.0,0,0,3,710.0,2001,0.0,1.6,3.5492957746478875,0.19974027580236225,590.0,7654.0,1810.0,0,0,0,0,0,0
518500.0,735410,3.0,0,0,3,0.0,2010,0.0,0.8571428571428571,0.0,1.442831215970962,-30.0,-2064.0,1590.0,0,0,0,0,0,0
205425.0,735407,1.0,0,0,4,0.0,1945,0.0,2.0,0.0,0.12979351032448377,-310.0,0.0,880.0,0,0,0,0,0,0
171800.0,735606,1.0,0,0,3,0.0,1950,0.0,2.0,0.0,0.16354166666666667,-310.0,600.0,1570.0,1,0,0,0,0,0
535000.0,735729,1.5,0,0,4,0.0,1925,0.0,4.0,0.0,0.539906103286385,0.0,-1058.0,1610.0,0,0,0,0,0,0
660000.0,735600,1.0,0,2,3,840.0,1964,0.0,1.2,1.8571428571428572,0.3707136237256719,60.0,-4382.0,720.0,0,0,0,0,0,0
391500.0,735556,1.0,0,0,3,0.0,1987,0.0,1.5,0.0,0.15878230398598336,-130.0,28.0,1450.0,0,0,0,0,0,0
395000.0,735694,1.0,0,0,3,0.0,1953,0.0,2.0,0.0,0.12833333333333333,-940.0,0.0,770.0,0,0,0,0,0,0
445000.0,735541,1.5,0,0,5,380.0,1924,0.0,2.2857142857142856,4.526315789473684,0.4772727272727273,250.0,0.0,1340.0,0,0,0,0,0,0
770000.0,735402,2.0,0,0,3,0.0,1990,0.0,1.3333333333333333,0.0,0.28518228145825164,210.0,-3788.0,2910.0,0,0,0,0,0,0
1450000.0,735659,1.5,0,0,3,770.0,1914,1992.0,1.4545454545454546,2.5714285714285716,0.15458991511608297,-310.0,6514.0,1210.0,0,0,0,0,0,0
445000.0,735431,1.0,0,2,3,480.0,1967,0.0,1.3333333333333333,3.375,0.25606633337397877,-560.0,-511.0,1140.0,0,0,0,0,0,0
260000.0,735431,1.0,0,0,3,800.0,1978,0.0,1.7777777777777777,1.7,0.24514811031664965,70.0,411.0,560.0,0,0,0,0,0,0
822500.0,735397,2.0,0,0,5,600.0,1926,0.0,1.4285714285714286,2.8666666666666667,0.46774193548387094,620.0,0.0,1120.0,0,0,0,0,0,0
430000.0,735694,2.0,0,0,3,0.0,2004,0.0,1.6,0.0,0.4802784222737819,100.0,562.0,2070.0,0,0,0,0,0,0
212000.0,735603,1.0,0,0,4,0.0,1986,0.0,1.7142857142857142,0.0,0.1346031746031746,-360.0,195.0,1060.0,0,0,0,0,0,0
660500.0,735716,1.0,0,0,3,570.0,1986,0.0,1.7777777777777777,2.526315789473684,0.2093095907528897,-50.0,-190.0,870.0,0,0,0,0,0,0
784000.0,735396,1.5,0,0,3,1490.0,1989,0.0,0.8571428571428571,1.651006711409396,0.03556059705792326,1470.0,22578.0,970.0,0,0,0,0,0,0
453246.0,735365,2.0,0,0,3,620.0,2014,0.0,1.2,2.2419354838709675,0.8788806296458243,320.0,625.0,770.0,0,0,1,0,0,0
675000.0,735624,3.0,0,0,3,0.0,2005,0.0,1.1428571428571428,0.0,0.9394205443371378,600.0,-7.0,2140.0,0,0,0,0,0,0
199000.0,735458,1.0,0,0,4,0.0,1956,0.0,1.7142857142857142,0.0,0.07590569292696953,-230.0,-1875.0,1320.0,0,0,0,0,0,0
220000.0,735450,1.0,0,0,3,1010.0,1968,0.0,2.2857142857142856,1.0,0.2576530612244898,270.0,-300.0,0.0,0,0,0,0,0,0
452000.0,735382,1.0,0,0,4,1250.0,1968,0.0,1.7777777777777777,1.072,0.2589482103579284,1040.0,-434.0,90.0,0,0,0,0,0,0
382500.0,735421,1.0,0,0,3,0.0,1981,0.0,2.0,0.0,0.268018018018018,130.0,-1275.0,1190.0,0,1,0,0,0,0
519950.0,735360,3.0,0,0,3,0.0,2014,0.0,1.3333333333333333,0.0,0.9367493995196157,-180.0,-61.0,1170.0,0,0,0,0,0,0
665000.0,735411,1.0,0,0,3,0.0,1925,0.0,2.0,0.0,0.346875,-60.0,-400.0,1110.0,0,1,0,0,0,0
527700.0,735422,1.0,0,0,4,1270.0,1968,0.0,2.0,1.220472440944882,0.3008,0.0,0.0,280.0,0,0,0,0,0,0
205000.0,735726,1.0,0,0,4,600.0,1962,0.0,3.0,1.6833333333333333,0.1876675603217158,0.0,0.0,410.0,0,0,0,0,0,0
420000.0,735703,1.0,0,0,4,120.0,1923,0.0,3.0,7.833333333333333,0.13091268371001605,-500.0,157.0,820.0,0,0,0,0,0,0
500000.0,735656,1.0,0,0,4,650.0,1961,0.0,1.7777777777777777,2.123076923076923,0.23834683574028415,-200.0,-307.0,730.0,0,0,0,0,0,0
921500.0,735570,2.0,0,0,4,0.0,1994,0.0,1.6,0.0,0.011636977049471421,830.0,227383.0,3670.0,0,0,0,0,1,0
890000.0,735409,2.0,0,0,3,180.0,1905,0.0,4.0,13.166666666666666,0.6375,350.0,0.0,2190.0,0,0,0,1,0,0
